Locatie,PFAS,Waarde,Jaar,Bron,Sampletype,Eenheid,LOQ_flag,Bron_bestand,Locatie_basis,Locatie_detail,Medium,Waarde_norm,Eenheid_norm,Unit_group,Locatie_oud,RWZI_code,Medium_oud,Eenheid_oud,Sampletype_oud,Latitude,Longitude
Wissenkerke,sverttPFHxS,7.45e-05,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,7.45e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.39e-05,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.39e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5e-05,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.9e-05,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.9e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.17e-05,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.17e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.86e-05,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.86e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,7.7e-05,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,7.7e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,6.59e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,6.59e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.63e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.63e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.46e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.46e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.6e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.6e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.11e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.11e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.91e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.91e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.67e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.67e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.71e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.71e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.97e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.97e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.91e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.91e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,7.09e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,7.09e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,7.9e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,7.9e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.49e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.49e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.07e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.07e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.8e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.8e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.68e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.68e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,6.99e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,6.99e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,6.02e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,6.02e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,9.74e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,9.74e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,5.2e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5.2e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,6.41e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,6.41e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,8.52e-05,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,8.52e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,7.76e-05,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,7.76e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,8.02e-05,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,8.02e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,6.73e-05,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,6.73e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,6.77e-05,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,6.77e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sverttPFHxS,6.38e-05,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,6.38e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,2PFC6yC2a1sf,0.001,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,2PFC6yC2a1sf,0.001,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,2PFC6yC2a1sf,0.001,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,2PFC6yC2a1sf,0.001,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,PFHpS,0.0001,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,PFHpS,0.0001,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,PFHpS,0.0001,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,PFHpS,0.0001,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,H_PFC10asfzr,5e-05,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,H_PFC10asfzr,5e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,H_PFC10asfzr,5e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,H_PFC10asfzr,5e-05,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,PFC9asfzr,5e-05,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,PFC9asfzr,5e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,PFC9asfzr,5e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,PFC9asfzr,5e-05,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,N_MeFOSAA,5e-05,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,N_MeFOSAA,5e-05,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,N_MeFOSAA,5e-05,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,N_MeFOSAA,5e-05,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,5e-05,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,FOSA,0.0001,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,FOSA,0.000708,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.000708,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,FOSA,0.00105,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.00105,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,FOSA,0.00331,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.00331,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,FOSA,0.00107,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.00107,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,FOSA,0.000375,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.000375,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,FOSA,0.000506,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.000506,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,FOSA,0.00115,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.00115,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,FOSA,0.0001,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,FOSA,0.0001,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,FOSA,0.0001,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,EtFOSAA,0.0001,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,EtFOSAA,0.0001,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,EtFOSAA,0.0001,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,EtFOSAA,0.0001,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sF16C10ezr,0.0001,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sF16C10ezr,0.0001,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sF16C10ezr,0.0001,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,sF16C10ezr,0.0001,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,DONA,0.0001,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,DONA,0.0001,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,DONA,0.0001,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Wissenkerke,DONA,0.0001,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Wissenkerke,,water,0.0001,ug/l,concentratie_water,Wissenkerke,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00523,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00523,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00506,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00506,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00521,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00521,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00585,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00585,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00453,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00453,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00458,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00458,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00462,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00462,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00386,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00386,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00467,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00467,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00547,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00547,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00479,2022,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00479,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00382,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00382,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00405,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00405,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00298,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00298,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00368,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00368,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00363,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00363,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00384,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00384,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00361,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00361,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00238,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00238,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00311,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00311,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00289,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00289,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00312,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00312,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00245,2023,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00245,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00367,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00367,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00368,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00368,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.0037,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.0037,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00392,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00392,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00281,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00281,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00282,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00282,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.0035,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.0035,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00252,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00252,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00217,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00217,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.0024,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.0024,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00255,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00255,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00245,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00245,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00276,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00276,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00305,2024,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00305,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00336,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00336,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00314,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00314,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00396,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00396,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00386,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00386,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00335,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00335,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
Soelekerkepolder oost,PFBA,0.00261,2025,RWS 2022 Oppervlaktewater,water,ug/l,False,rwsow2022_master.csv,Soelekerkepolder oost,,water,0.00261,ug/l,concentratie_water,Soelekerkepolder oost,,water,ug/l,water,,
